brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_Mile,Luxury_Brand,High_Mileage,Vehicle_Age_Group
Lexus,RX 350 F Sport,2023,5483,Gasoline,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Ultra White,Black,None reported,Unknown,59950,3,10.933795367499544,1,0,New
Land,Rover Range Rover Evoque S,2020,46891,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,31000,6,0.6611076752468491,0,0,Moderate
Chevrolet,Suburban LT,2019,72000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,39000,7,0.5416666666666666,0,0,Moderate
Porsche,718 Spyder Base,2020,3400,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,129900,6,38.205882352941174,1,0,Moderate
Chevrolet,Camaro 1LT,2021,18000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,30000,5,1.6666666666666667,0,0,New
Jeep,Gladiator Freedom,2021,30630,Gasoline,3.6 Liter,Automatic,Hydro Blue Pearlcoat,Black,None reported,Unknown,39998,5,1.3058439438459026,0,0,New
Toyota,Tacoma Double Cab,2007,24985,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Silver,Unknown,Unknown,33580,19,1.3440064038423054,0,0,Old
GMC,Yukon Denali Ultimate,2023,9978,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Gold,None reported,Yes,93999,3,9.42062537582682,0,0,New
Ford,Shelby GT350R Base,2018,18500,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,M/T,Blue,Black,At least 1 accident or damage reported,Yes,77999,8,4.2161621621621626,0,0,Moderate
Cadillac,Escalade Premium Luxury Platinum,2021,72843,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Sandstone Metallic,Dark Auburn,None reported,Yes,79990,5,1.0981151243084442,0,0,New
Buick,LaCrosse Base,2017,67500,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,20000,9,0.2962962962962963,0,0,Moderate
Tesla,Model X Long Range Plus,2020,43534,Unknown,534.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,65990,6,1.515826710157578,0,0,Moderate
Mercedes-Benz,E-Class E 300 4MATIC,2017,36900,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Beige,None reported,Yes,28500,9,0.7723577235772358,1,0,Moderate
Chevrolet,Tahoe LT,2017,61720,E85 Flex Fuel,5.3 Liter,Automatic,Silver,Jet Black,At least 1 accident or damage reported,Unknown,39998,9,0.6480557355800389,0,0,Moderate
Kia,Telluride EX,2022,35938,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,Unknown,43329,4,1.2056597473426456,0,0,New
Toyota,Tundra Hybrid Limited,2023,10748,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Midnight Black Metallic,Black,None reported,Unknown,63100,3,5.870859694826945,0,0,New
Audi,S8 4.0T quattro,2023,4457,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Mythos Black Metallic,Black,None reported,Unknown,107900,3,24.20910926632264,1,0,New
Nissan,Armada Platinum,2018,108206,Gasoline,5.6 Liter,Automatic,White,Charcoal,At least 1 accident or damage reported,Unknown,26498,8,0.24488475685266992,0,1,Moderate
Land,Rover Discovery HSE,2020,32705,Diesel,3.0 Liter,Automatic,Portofino Blue Metallic,Tan/Ebony/Ebony,None reported,Unknown,46598,6,1.4247974315853844,0,0,Moderate
Kia,Telluride S,2020,74026,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Sangria Red,Black,None reported,Unknown,32913,6,0.44461405452138436,0,0,Moderate
Lexus,GS 350 F Sport,2020,24651,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Ultra White,Black,None reported,Unknown,45950,6,1.8640217435398159,1,0,Moderate
BMW,X6 xDrive40i,2022,13000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Orange,None reported,Yes,69000,4,5.3076923076923075,1,0,New
Land,Rover Range Rover P400 SE SWB,2023,11700,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,White,None reported,Yes,133500,3,11.41025641025641,0,0,New
Chevrolet,Silverado 3500 High Country,2015,77500,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Brown,None reported,Yes,54000,11,0.6967741935483871,0,0,Old
Maserati,Quattroporte Sport GT,2007,82000,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,7999,19,0.09754878048780488,0,0,Old
Dodge,Viper GTC,2017,1389,Gasoline,645.0HP 8.4L 10 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,489995,9,352.76817854571635,0,0,Moderate
Ford,Expedition Limited,2021,29830,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Magnetic Metallic,Ebony,None reported,Unknown,55329,5,1.8548105933623869,0,0,New
Mazda,Mazda6 i Grand Touring,2016,83100,–,–,A/T,White,White,None reported,Yes,17800,10,0.21419975932611313,0,0,Moderate
Kia,Optima LX,2019,62660,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,16500,7,0.26332588573252474,0,0,Moderate
Land,Rover Range Rover Sport SVR,2018,56006,Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,White,None reported,Yes,59000,8,1.0534585580116416,0,0,Moderate
Lexus,RX 450h F SPORT Handling,2021,31365,Hybrid,3.5 Liter DOHC,Variable,Beige,Red,None reported,Unknown,52998,5,1.6897178383548541,1,0,New
Lincoln,Town Car Base,2004,27600,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,White,None reported,Yes,14900,22,0.5398550724637681,0,0,Very Old
Honda,Civic Si,2012,47245,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,19600,14,0.41485871520795853,0,0,Old
Lexus,RX 450h Base,2017,73948,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,31990,9,0.43260128739113973,1,0,Moderate
RAM,1500 Classic Warlock,2019,36757,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,None reported,Yes,31953,7,0.8693038060777539,0,0,Moderate
Tesla,Model Y Long Range,2023,4786,Unknown,425.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,48000,3,10.029251984956122,0,0,New
Audi,RS 3 2.5T,2023,1900,Gasoline,401.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,78900,3,41.526315789473685,1,0,New
Hyundai,Genesis Coupe 3.8 R-Spec,2014,52060,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,15000,12,0.28812908182865926,0,0,Old
Porsche,Boxster RS 60 Spyder,2008,58000,Gasoline,303.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,41500,18,0.7155172413793104,1,0,Old
Ford,F-250 XLT,2010,52246,Diesel,6.4L V8 32V DDI OHV Twin Turbo Diesel,6-Speed Manual,Tan,Medium Stone,None reported,Yes,26095,16,0.4994640738046932,0,0,Old
Kia,Sorento EX,2016,64290,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Snow White Pearl,Satin Black,None reported,Unknown,16999,10,0.26441126147145744,0,0,Moderate
Nissan,370Z Touring,2009,37500,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Orange,None reported,Yes,21500,17,0.5733333333333334,0,0,Old
Genesis,G70 2.0T,2023,2121,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,40750,3,19.212635549269212,0,0,New
Land,Rover Range Rover Sport Supercharged,2013,57000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,26000,13,0.45614035087719296,0,0,Old
Mercedes-Benz,S-Class S 560 4MATIC,2020,22000,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,69500,6,3.159090909090909,1,0,Moderate
Ford,Bronco Wildtrak Advanced,2023,2000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,66500,3,33.25,0,0,New
RAM,1500 SLT,2018,61802,E85 Flex Fuel,305.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Black,Gray,None reported,Yes,32000,8,0.5177825960324909,0,0,Moderate
Dodge,Challenger R/T,2010,73000,–,–,A/T,Black,Black,None reported,Yes,17500,16,0.23972602739726026,0,0,Old
Chevrolet,Sonic LT,2013,110000,–,–,A/T,Gray,Black,None reported,Yes,7500,13,0.06818181818181818,0,1,Old
Jeep,Grand Cherokee Laredo,2013,106700,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,13500,13,0.12652296157450796,0,1,Old
Audi,RS 5 4.2,2013,75965,Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,35999,13,0.47388929112091094,1,0,Old
Jeep,Grand Cherokee L Overland,2022,31804,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Silver Zynith,Global Black,At least 1 accident or damage reported,Yes,48995,4,1.5405294931455162,0,0,New
Mazda,MX-5 Miata Base,1992,125800,–,–,5-Speed M/T,Red,Black,None reported,Yes,11500,34,0.09141494435612083,0,1,Very Old
Chrysler,Crossfire Limited,2005,116320,Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,6000,21,0.0515818431911967,0,1,Very Old
Audi,S5 4.2 Premium Plus,2011,156875,Gasoline,354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,9900,15,0.06310756972111554,1,1,Old
Tesla,Model X Base,2023,197,Unknown,670.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,85000,3,431.4720812182741,0,0,New
Cadillac,CT4 Luxury,2020,35200,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,28500,6,0.8096590909090909,0,0,Moderate
Maserati,Ghibli S Q4,2014,76000,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,19000,12,0.25,0,0,Old
Jaguar,F-PACE 25t Premium,2019,29000,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,34500,7,1.1896551724137931,0,0,Moderate
BMW,750 i xDrive,2019,33499,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,44495,7,1.3282486044359534,1,0,Moderate
Acura,TLX V6 Advance,2019,25779,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Platinum White Pearl,Ebony,At least 1 accident or damage reported,Unknown,30999,7,1.2024903991621088,0,0,Moderate
GMC,Terrain SLT-1,2015,76296,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,9500,11,0.12451504666037538,0,0,Old
BMW,i3 Base w/Range Extender,2014,29553,Unknown,170.0HP 0.65L Electric Motor Electric Fuel System,1-Speed A/T,Black,Gray,None reported,Yes,12800,12,0.43312015700605694,1,0,Old
Nissan,Versa 1.8 S,2011,109902,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,4500,15,0.04094556968935961,0,1,Old
Mercedes-Benz,C-Class C 300 4MATIC,2019,23083,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,33500,7,1.4512844950829615,1,0,Moderate
Toyota,Matrix XRS,2003,143600,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,4199,23,0.029240947075208915,0,1,Very Old
RAM,1500 Limited,2021,22000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,54800,5,2.4909090909090907,0,0,New
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,13000,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Silver,Black,None reported,Yes,81500,4,6.269230769230769,1,0,New
Audi,A5 2.0T Premium,2018,53000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,28000,8,0.5283018867924528,1,0,Moderate
Lincoln,Navigator Reserve,2019,44741,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Beige,Beige,None reported,Yes,52999,7,1.184573433763215,0,0,Moderate
Audi,A6 3.2 quattro,2008,202000,Gasoline,255.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,5700,18,0.02821782178217822,1,1,Old
Chevrolet,Silverado 1500 LT Crew Cab,2006,215000,Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,6995,20,0.03253488372093023,0,1,Old
Mercedes-Benz,S-Class S 560,2019,77138,Gasoline,4.0 Liter,Automatic,designo Diamond White,Black,None reported,Unknown,49998,7,0.6481630324872307,1,0,Moderate
Volvo,XC90 T6 Momentum,2018,90641,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Amber,None reported,Unknown,25999,8,0.2868348760494699,0,0,Moderate
Toyota,Camry SE,2011,177702,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,7700,15,0.043330969825888285,0,1,Old
Mercedes-Benz,Metris Base,2018,58350,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,29497,8,0.5055184233076264,1,0,Moderate
Chevrolet,Camaro 2LT,2010,86170,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,17000,16,0.19728443773935245,0,0,Old
Mazda,MX-5 Miata Grand Touring,2012,36568,Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,At least 1 accident or damage reported,Yes,20199,14,0.5523681907678845,0,0,Old
Ford,Escape SE,2015,54357,Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,16250,11,0.2989495373181007,0,0,Old
Mercedes-Benz,S-Class S 63 AMG,2015,20394,Gasoline,5.5 Liter,Automatic,Black,Black,At least 1 accident or damage reported,Unknown,59598,11,2.9223300970873787,1,0,Old
Kia,Niro EX,2023,7578,Hybrid,1.6L I4 16V GDI DOHC Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,Unknown,31113,3,4.105700712589074,0,0,New
Porsche,Boxster Base,2010,64800,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,20900,16,0.32253086419753085,1,0,Old
Toyota,4Runner Trail,2016,117780,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,27750,10,0.23560876209882833,0,1,Moderate
Hyundai,Kona EV SEL,2019,33100,Unknown,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,18200,7,0.5498489425981873,0,0,Moderate
Land,Rover Range Rover Evoque SE,2016,86202,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,18750,10,0.21751235470174707,0,0,Moderate
Ford,E350 Super Duty XLT,2012,163000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,19550,14,0.11993865030674847,0,1,Old
Mercedes-Benz,SL-Class SL500 Roadster,2004,35400,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,24900,22,0.7033898305084746,1,0,Very Old
Jeep,Compass Trailhawk,2018,31000,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,22000,8,0.7096774193548387,0,0,Moderate
Mercedes-Benz,S-Class S 560 4MATIC,2018,103069,Gasoline,4.0 Liter,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,None reported,Unknown,40998,8,0.3977723660848558,1,1,Moderate
Mercedes-Benz,G-Class G 550 4MATIC,2021,22480,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,135800,5,6.040925266903915,1,0,New
Tesla,Model X P90D,2016,91000,Unknown,691.0HP Electric Motor Electric Fuel System,A/T,Silver,White,None reported,Yes,39500,10,0.4340659340659341,0,0,Moderate
Lexus,IS-F Base,2010,41500,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,44800,16,1.0795180722891566,1,0,Old
BMW,335 i,2010,91545,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,13000,16,0.1420066633895898,1,0,Old
Audi,RS 7 4.0T,2022,4100,Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Black,None reported,Yes,162500,4,39.63414634146341,1,0,New
Buick,Lucerne CXL,2006,110000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,5000,20,0.045454545454545456,0,1,Old
Lincoln,MKX Reserve,2016,88000,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,18500,10,0.21022727272727273,0,0,Moderate
Nissan,Armada Platinum,2018,42833,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,37000,8,0.8638199519062405,0,0,Moderate
Porsche,911 Carrera,2020,23278,Gasoline,3.0 Liter,Automatic,Blue,–,None reported,Unknown,114998,6,4.940201048200017,1,0,Moderate
Mercedes-Benz,E-Class 400E,1993,106983,–,–,4-Speed A/T,White,Gray,None reported,Yes,15300,33,0.14301337595692773,1,1,Very Old
BMW,435 Gran Coupe i,2015,60100,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,24995,11,0.4158901830282862,1,0,Old
Jeep,Wagoneer Series III,2022,17381,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,69685,4,4.00926298832058,0,0,New
Cadillac,ATS 2.5L,2013,63172,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12995,13,0.20570822516304693,0,0,Old
Ford,Transit Connect XLT,2010,72000,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,10900,16,0.15138888888888888,0,0,Old
Kia,EV6 GT-Line,2022,4820,Unknown,320.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,47500,4,9.854771784232366,0,0,New
Audi,S5 3.0T Premium Plus,2014,67900,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,Unknown,Unknown,25990,12,0.3827687776141384,1,0,Old
Toyota,Tundra SR,2018,51000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,38000,8,0.7450980392156863,0,0,Moderate
Jeep,Wrangler Unlimited Freedom Edition,2013,54500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,35000,13,0.6422018348623854,0,0,Old
Maserati,Quattroporte Base,2006,61840,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,16500,20,0.2668175937904269,0,0,Old
Mercedes-Benz,CLS-Class CLS500,2006,28950,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,Unknown,Unknown,16750,20,0.5785837651122625,1,0,Old
GMC,Sierra 3500 SLE,2002,300000,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,5000,24,0.016666666666666666,0,1,Very Old
Nissan,Frontier SL,2011,103400,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,17000,15,0.1644100580270793,0,1,Old
BMW,M5 Base,2023,816,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,Unknown,109900,3,134.6813725490196,1,0,New
Porsche,911 R,2016,719,Gasoline,4.0L H6 24V GDI DOHC,6-Speed Manual,White,Black / Brown,None reported,Yes,489000,10,680.1112656467316,1,0,Moderate
Land,Rover Defender X-Dynamic SE,2023,3678,Hybrid,3.0 Liter,Automatic,Fuji White,Black,None reported,Unknown,81998,3,22.294181620445894,0,0,New
Ford,F-150 XL,2016,107000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,22000,10,0.205607476635514,0,1,Moderate
BMW,M8 Competition,2022,5018,Gasoline,4.4 Liter Twin Turbo,Automatic,–,Sakhir Orange/Black,None reported,Unknown,114998,4,22.917098445595855,1,0,New
Porsche,911 Carrera S,2010,13850,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,71400,16,5.155234657039712,1,0,Old
Volvo,XC70 3.2,2008,46700,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,Unknown,Unknown,11400,18,0.24411134903640258,0,0,Old
Chrysler,300 Touring,2021,21478,Gasoline,3.6 Liter,Automatic,Silver Mist,Black,None reported,Unknown,27798,5,1.29425458608809,0,0,New
Honda,Insight EX,2020,64200,Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,20499,6,0.31929906542056075,0,0,Moderate
Porsche,Cayman S,2006,31075,Gasoline,3.4L H6 24V MPFI DOHC,5-Speed Automatic,Black,Black / Stone Grey,None reported,Yes,36250,20,1.166532582461786,1,0,Old
Tesla,Model Y Performance,2022,25250,Unknown,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,47800,4,1.893069306930693,0,0,New
BMW,M5 Competition,2020,35400,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,71950,6,2.0324858757062145,1,0,Moderate
Audi,S4 4.2 quattro,2004,74030,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,16000,22,0.21612859651492639,1,0,Very Old
Ford,F-250 Platinum,2021,48549,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Antimatter Blue Metallic,Black,None reported,Unknown,69998,5,1.4418010669632741,0,0,New
Kia,Seltos S,2023,5182,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32500,3,6.271709764569664,0,0,New
